Bill_Number,Date,Item_Name,Item_Type,Item_Category,Color_Name,Salesman_Name,Size,Rate,Disc_Amt,Sales_Type,Final_Sales 
1895,2026-01-23,KURTA JG,Kurta,Ethnic Wear,PISTA,DEEPAK AHUJA,44,840,0,Sales,840
1895,2026-01-23,KURTA S,Kurta,Ethnic Wear,YELLOW,DEEPAK AHUJA,44,1040,0,Sales,1040
1895,2026-01-23,COTTON HANKIES,Hankies,Accessories,-,DEEPAK AHUJA,0,360,0,Sales,360
1896,2026-01-23,KURTA SUIT A,Kurta Set,Ethnic Wear,I,SACHIN BHAI,34,1899,0,Sales,1899
1896,2026-01-23,KURTA SUIT SC,Kurta Set,Ethnic Wear,CREAM,SACHIN BHAI,44,8890,0,Sales,8890
1896,2026-01-23,KURTA SUIT SC,Kurta Set,Ethnic Wear,PISTA,SACHIN BHAI,42,3490,0,Sales,3490
1897,2026-01-24,KURTA SUIT SG,Kurta Set,Ethnic Wear,YELLOW,SACHIN BHAI,42,2490,0,Sales,2374
1897,2026-01-24,INDO WESTERN  JW,Indo Western,Ethnic Wear, ,SACHIN BHAI, ,8000,0,Sales,7626
1898,2026-01-24,A KURTA SUIT,Kurta Set,Ethnic Wear,E,DEEPAK AHUJA,42,1990,0,Sales,1990
1898,2026-01-24,A KURTA SUIT,Kurta Set,Ethnic Wear,E,DEEPAK AHUJA,40,1899,0,Sales,1899
1898,2026-01-24,KURTA SUIT S,Kurta Set,Ethnic Wear,ORANGE,DEEPAK AHUJA,42,1450,0,Sales,1450
1899,2026-01-24,DHOTTI CFU,Dhoti,Ethnic Wear,CREAM,PRAVIN BHAI,40,750,0,Sales,750
1900,2026-01-24,KURTA SUIT S,Kurta Set,Ethnic Wear,MULTICOLOUR,DEEPAK AHUJA,36,2090,0,Sales,2090
1901,2026-01-24,KURTA SET,Kurta Set,Ethnic Wear, ,PRAVIN BHAI, ,4290,0,Sales,4290
1901,2026-01-24,VAN HEUSEN UNDERSGARMENTS,Under Garment,Lounge Wear,WHITE,PRAVIN BHAI,M,558,53,Sales,505
1902,2026-01-24,KURTA SUIT OE,Kurta Set,Ethnic Wear,CREAM,DEEPAK AHUJA,40,3290,0,Sales,3290
1902,2026-01-24,KURTA SUIT OE,Kurta Set,Ethnic Wear,ONION,DEEPAK AHUJA,42,6490,0,Sales,6490
1902,2026-01-24,BLEZER,Blazer,Formal Wear,SKY BLUE,DEEPAK AHUJA,42,2990,0,Sales,2990
1903,2026-01-24,DHOTTI,Dhoti,Ethnic Wear, ,PRAVIN BHAI, ,1290,0,Sales,1290
1904,2026-01-24,A KURTA SUIT,Kurta Set,Ethnic Wear,K,SACHIN BHAI,46,1599,0,Sales,1599
1904,2026-01-24,KURTA S,Kurta,Ethnic Wear,BLACK,SACHIN BHAI,42,1240,0,Sales,1240
1904,2026-01-24,A KURTA SUIT,Kurta Set,Ethnic Wear, ,SACHIN BHAI,42,1899,0,Sales,1899
1904,2026-01-24,KURTA RT,Kurta,Ethnic Wear,GREEN,SACHIN BHAI,42,1040,0,Sales,1040
1904,2026-01-24,A KURTA SUIT,Kurta Set,Ethnic Wear,D,SACHIN BHAI,42,1599,0,Sales,1599
1904,2026-01-24,KURTA S,Kurta,Ethnic Wear,PURPLE,SACHIN BHAI,42,1240,0,Sales,1240
1904,2026-01-24,KURTA M,Kurta,Ethnic Wear,-,SACHIN BHAI,42,1199,0,Sales,1199
1904,2026-01-24,KURTA S,Kurta,Ethnic Wear,WHITE MULTI,SACHIN BHAI,42,999,0,Sales,999
1905,2026-01-24,KURTA SUIT VR,Kurta Set,Ethnic Wear,-,DEEPAK AHUJA,40,4590,0,Sales,4590
1906,2026-01-24,KURTA SUIT AR,Kurta Set,Ethnic Wear,PISTA,DEEPAK AHUJA,42,5690,0,Sales,5690
1907,2026-01-24,KURTA S,Kurta,Ethnic Wear,WINE,PRAVIN BHAI,40,990,0,Sales,990
1907,2026-01-24,CHURRIDAR,Churidar,Ethnic Wear, ,PRAVIN BHAI, ,500,0,Sales,500
1908,2026-01-24,CHURRIDAR,Churidar,Ethnic Wear, ,SACHIN BHAI, ,400,0,Sales,400
1909,2026-01-25,CHURRIDAR,Churidar,Ethnic Wear, ,, ,500,0,Sales,500
1910,2026-01-25,POLO PENT CFU,Polo Pant,Ethnic Wear,CREAM,DEEPAK AHUJA,40,690,0,Sales,690
1911,2026-01-25,COTTON PANT TC,Pant,Ethnic Wear,5,DEEPAK AHUJA,32,1995,0,Sales,1995
1911,2026-01-25,COTTON PANT TC,Pant,Ethnic Wear,7,DEEPAK AHUJA,32,1995,0,Sales,1995
1912,2026-01-25,KURTA SUIT,Kurta Set,Ethnic Wear,WHITE O,SACHIN BHAI,36,1890,0,Sales,1890
1913,2026-01-25,IMPORTED CLOTH,Fabric,Fabric, ,DEEPAK AHUJA, ,651,0,Sales,650
1913,2026-01-25,IMPORTED CLOTH,Fabric,Fabric, ,DEEPAK AHUJA, ,751,0,Sales,751
1913,2026-01-25,STITCHING LABOUR,Stitching,Stitching, ,DEEPAK AHUJA, ,1400,0,Sales,2800
1913,2026-01-25,A KURTA SUIT,Kurta Set,Ethnic Wear,M,DEEPAK AHUJA,40,1599,0,Sales,1599
1914,2026-01-25,CHURRIDAR,Churidar,Ethnic Wear, ,, ,400,0,Sales,400
1915,2026-01-25,KURTA SUIT S,Kurta Set,Ethnic Wear,YELLOW,DEEPAK AHUJA,40,1990,0,Sales,1799
1915,2026-01-25,KURTA SUIT S,Kurta Set,Ethnic Wear,MULTICOLOUR,DEEPAK AHUJA,38,2590,0,Sales,2341
1915,2026-01-25,A KURTA SUIT,Kurta Set,Ethnic Wear,WHITE,DEEPAK AHUJA,38,1449,0,Sales,1310
1916,2026-01-25,KURTA SUIT A,Kurta Set,Ethnic Wear,A,SACHIN BHAI,44,1899,0,Sales,1899
1917,2026-01-25,LONG KOTI SUIT SC,Koti,Ethnic Wear,YELLOW GREEN,SACHIN BHAI,44,4390,0,Sales,4390
1918,2026-01-25,SWEATSHIRT,Shirt,Formal Wear,THYME,PRAVIN BHAI,M,1499,0,Sales,1499
1919,2026-01-25,KURTA SUIT A,Kurta Set,Ethnic Wear, ,SACHIN BHAI,40,1850,0,Sales,1850
1919,2026-01-25,KURTA SUIT A,Kurta Set,Ethnic Wear,B,SACHIN BHAI,40,1799,0,Sales,1799
1919,2026-01-25,PANT PAJAMA,Pant Pyjama,Ethnic Wear,BK(Z133),SACHIN BHAI,38,799,0,Sales,799
1919,2026-01-25,POLO PENT CFU,Polo Pant,Ethnic Wear,CREAM,SACHIN BHAI,40,690,0,Sales,690
1919,2026-01-25,POLO PENT,Polo Pant,Ethnic Wear, ,SACHIN BHAI, ,799,0,Sales,799
1920,2026-01-25,INDO WESTERN SP,Indo Western,Ethnic Wear,WHITE,DEEPAK AHUJA,42,8990,0,Sales,8990
1920,2026-01-25,SEMI INDO WESTERN VR,Semi-Indo Western,Ethnic Wear,WINE,DEEPAK AHUJA,42,8190,0,Sales,8190
1920,2026-01-25,KOTI SUIT SC,Koti,Ethnic Wear,C GREEN,DEEPAK AHUJA,42,5390,0,Sales,5390
1921,2026-01-25,KURTA SUIT SC,Kurta Set,Ethnic Wear,BLACK,DEEPAK AHUJA,42,4990,0,Sales,4990
1921,2026-01-25,KURTA SUIT SC,Kurta Set,Ethnic Wear,GREY,DEEPAK AHUJA,42,2990,0,Sales,2990
1921,2026-01-25,KURTA SUIT SC,Kurta Set,Ethnic Wear,PISTA,DEEPAK AHUJA,42,4590,0,Sales,4590
1921,2026-01-25,KOTI SUIT SC,Koti,Ethnic Wear,NAVY BLUE,DEEPAK AHUJA,42,4890,0,Sales,4890
1922,2026-01-25,MENS VEST COAT,Koti,Ethnic Wear,IVORY,DEEPAK AHUJA,38,1790,0,Sales,1790
1922,2026-01-25,KURTA SUIT S,Kurta Set,Ethnic Wear, ,DEEPAK AHUJA,38,2590,0,Sales,2590
1923,2026-01-25,VAN HEUSEN UNDERSGARMENTS,Under Garment,Lounge Wear,ASSORTED,DEEPAK AHUJA,XL,598,58,Sales,540
1923,2026-01-25,JOCKEY UNDERGARMENTS,Under Garment,Lounge Wear,NAVY,DEEPAK AHUJA,L,349,33,Sales,316
1923,2026-01-25,A KURTA SUIT,Kurta Set,Ethnic Wear,A,DEEPAK AHUJA,42,2199,0,Sales,2199
1924,2026-01-25,A KURTA SUIT,Kurta Set,Ethnic Wear,B,SACHIN BHAI,40,2899,0,Sales,2899
1924,2026-01-25,KOTI,Koti,Ethnic Wear,SKY BLUE,SACHIN BHAI,38,2490,0,Sales,2490
1925,2026-01-27,KURTA SET,Kurta Set,Ethnic Wear, ,, ,2200,0,Sales,1870
1926,2026-01-27,LONG JOHN,Cord-Set,Casual Wear,BLACK,DEEPAK AHUJA,L,779,0,Sales,779
1927,2026-01-27,A KURTA SUIT,Kurta Set,Ethnic Wear,C,PRAVIN BHAI,40,1890,0,Sales,1797
1927,2026-01-27,KURTA SUIT RT,Kurta Set,Ethnic Wear,MEHENDI,PRAVIN BHAI,40,1990,0,Sales,1892
1927,2026-01-27,KURTA SUIT A,Kurta Set,Ethnic Wear,A,PRAVIN BHAI,40,1799,0,Sales,1711
1928,2026-01-27,KOTI,Koti,Ethnic Wear,MEHENDI,SACHIN BHAI,40,-2390,0,Return,-2390
1928,2026-01-27,MENS VEST COAT,Koti,Ethnic Wear,GREEN,SACHIN BHAI,40,1890,0,Sales,1890
1928,2026-01-27,CHURRIDAR,Churidar,Ethnic Wear, ,SACHIN BHAI, ,400,0,Sales,400
1929,2026-01-27,A KURTA SUIT,Kurta Set,Ethnic Wear,Q,DEEPAK AHUJA,44,1599,0,Sales,1599
1930,2026-01-27,KURTA SET KYM,Kurta Set,Ethnic Wear,GREY,DEEPAK AHUJA,40,9890,0,Sales,9890
1931,2026-01-27,KURTA SET KYM,Kurta Set,Ethnic Wear,WHITE,SACHIN BHAI,40,3490,0,Sales,3490
1931,2026-01-27,A KURTA SUIT,Kurta Set,Ethnic Wear,WHITE,SACHIN BHAI,38,1549,0,Sales,1549
1931,2026-01-27,LENGHA CFU,Lengha,Ethnic Wear,WHITE,SACHIN BHAI,XXL,750,0,Sales,750
1932,2026-01-27,KURTA SUIT SC,Kurta Set,Ethnic Wear,RED        ,PRAVIN BHAI,36,2390,0,Sales,2390
1933,2026-01-27,KURTA SUIT SG,Kurta Set,Ethnic Wear,F GREEN,SACHIN BHAI,48,1990,200,Sales,1790
1933,2026-01-27,POLO PENT CFU,Polo Pant,Ethnic Wear,WHITE,SACHIN BHAI,44,990,0,Sales,990
1933,2026-01-27,A KURTA SUIT,Kurta Set,Ethnic Wear,C,SACHIN BHAI,48,2090,200,Sales,1890
1933,2026-01-27,KURTA SUIT A,Kurta Set,Ethnic Wear,G,SACHIN BHAI,42,2690,0,Sales,2690
1934,2026-01-27,KURTA SUIT A,Kurta Set,Ethnic Wear,D,DEEPAK AHUJA,36,1799,0,Sales,1798
1934,2026-01-27,KURTA SUIT SC,Kurta Set,Ethnic Wear,PINK,DEEPAK AHUJA,34,990,0,Sales,989
1934,2026-01-27,KURTA SUIT A,Kurta Set,Ethnic Wear,A,DEEPAK AHUJA,34,1899,0,Sales,1898
1934,2026-01-27,KURTA SUIT A,Kurta Set,Ethnic Wear,B,DEEPAK AHUJA,36,1799,0,Sales,1798
1934,2026-01-27,A KURTA SUIT,Kurta Set,Ethnic Wear,E,DEEPAK AHUJA,38,1899,0,Sales,1898
1934,2026-01-27,A KURTA SUIT,Kurta Set,Ethnic Wear,F,DEEPAK AHUJA,38,2240,0,Sales,2239
1935,2026-01-27,KURTA SUIT OE,Kurta Set,Ethnic Wear,CREAM,PRAVIN BHAI,40,3790,200,Sales,3590
1935,2026-01-27,MENS VEST COAT,Koti,Ethnic Wear,ORANGE,PRAVIN BHAI,42,1640,0,Sales,1640
1936,2026-01-27,SHIRT,Shirt,Formal Wear,B,PRAVIN BHAI,S,1399,0,Sales,1320
1937,2026-01-27,KURTA SET KYM,Kurta Set,Ethnic Wear,RANI,SACHIN BHAI,38,7490,0,Sales,6714
1937,2026-01-27,KURTA SUIT SE,Kurta Set,Ethnic Wear,YELLOW,SACHIN BHAI,40,9790,0,Sales,8775
1937,2026-01-27,KURTA SUIT VR,Kurta Set,Ethnic Wear,PISTA,SACHIN BHAI,38,5590,0,Sales,5011
1938,2026-01-27,KURTA SUIT GAZZAL,Kurta Set,Ethnic Wear,-,PRAVIN BHAI,42,5590,200,Sales,5110
1939,2026-01-27,CHURRIDAR,Churidar,Ethnic Wear, ,, ,-400,0,Return,-400
1940,2026-01-27,KURTA JG,Kurta,Ethnic Wear,MEHENDI,SACHIN BHAI,40,790,0,Sales,790
1940,2026-01-27,KURTA SUIT A,Kurta Set,Ethnic Wear,E,SACHIN BHAI,40,1499,0,Sales,1499
1940,2026-01-27,KURTA,Kurta,Ethnic Wear,LIGHT LEMON,SACHIN BHAI,40,1590,634,Sales,956
1941,2026-01-28,SHERVANI,Sherwani,Ethnic Wear, ,DEEPAK AHUJA, ,11000,0,Sales,11000
1941,2026-01-28,BLEZER,Blazer,Formal Wear, ,DEEPAK AHUJA, ,8000,0,Sales,8000
1941,2026-01-28,FABRIC KN,Fabric,Fabric, ,DEEPAK AHUJA, ,300,0,Sales,1500
1941,2026-01-28,OUTRUN SHIRTS,Shirt,Formal Wear,PINK,DEEPAK AHUJA,L,1495,0,Sales,1495
1942,2026-01-28,KURTA SUIT AR,Kurta Set,Ethnic Wear,MUSTARD,SACHIN BHAI,40,5990,200,Sales,5790
1942,2026-01-28,PATHANI PYJAMA,Pant Pyjama,Ethnic Wear, ,SACHIN BHAI, ,890,0,Sales,890
1943,2026-01-28,KURTA SUIT SC,Kurta Set,Ethnic Wear,RAMA GREEN,SACHIN BHAI,40,6390,0,Sales,6390
1944,2026-01-28,A KURTA SUIT,Kurta Set,Ethnic Wear,WHITE,SACHIN BHAI,38,2449,0,Sales,2447
1944,2026-01-28,KURTA SUIT SC,Kurta Set,Ethnic Wear,BLUE,SACHIN BHAI,38,4290,0,Sales,4286
1944,2026-01-28,COTTON HANKIES,Hankies,Accessories,-,SACHIN BHAI,0,462,0,Sales,462
1944,2026-01-28,J SOCKS,Socks,Accessories,BLACK,SACHIN BHAI,0,139,0,Sales,139
1944,2026-01-28,J SOCKS,Socks,Accessories,BLACK,SACHIN BHAI,0,139,0,Sales,139
1944,2026-01-28,J SOCKS,Socks,Accessories,-,SACHIN BHAI,0,239,0,Sales,239
1944,2026-01-28,J SOCKS,Socks,Accessories,BLACK,SACHIN BHAI,0,139,0,Sales,139
1945,2026-01-28,A KURTA SUIT,Kurta Set,Ethnic Wear,A,PRAVIN BHAI,38,2299,0,Sales,2299
1945,2026-01-28,CHURRIDAR,Churidar,Ethnic Wear, ,PRAVIN BHAI, ,400,0,Sales,400
1946,2026-01-29,KURTA SUIT SG,Kurta Set,Ethnic Wear,CREAM,DEEPAK AHUJA,44,2290,0,Sales,2290
1947,2026-01-29,JOCKEY UNDERGARMENTS,Under Garment,Lounge Wear, ,, ,529,108,Sales,950
1948,2026-01-29,KURTA SET,Kurta Set,Ethnic Wear, ,, ,4400,0,Sales,4400
1949,2026-01-29,POLO PENT CFU,Polo Pant,Ethnic Wear,CREAM,CREATION FOR U,44,690,0,Sales,690
1949,2026-01-29,POLO PENT CFU,Polo Pant,Ethnic Wear,CREAM,CREATION FOR U,40,690,0,Sales,690
1950,2026-01-29,UC SHIRTS,Shirt,Formal Wear,PINK,DEEPAK AHUJA,L,1499,0,Sales,1499
1951,2026-01-29,COTTON HANKIES,Hankies,Accessories,-,SACHIN BHAI,0,240,0,Sales,240
1951,2026-01-29,J SOCKS,Socks,Accessories,-,SACHIN BHAI,,149,0,Sales,149
1951,2026-01-29,J SOCKS,Socks,Accessories,-,SACHIN BHAI,FS,149,0,Sales,149
1952,2026-01-29,U.C YUVAN SHIRTS,Shirt,Formal Wear,-,SACHIN BHAI,2XL,1049,0,Sales,1049
1953,2026-01-29,KURTA RT,Kurta,Ethnic Wear,GAAJAR,DEEPAK AHUJA,42,1340,0,Sales,1340
1953,2026-01-29,KURTA SUIT SG,Kurta Set,Ethnic Wear,A,DEEPAK AHUJA,48,1590,0,Sales,1590
1953,2026-01-29,KURTA RT,Kurta,Ethnic Wear,SKY BLUE,DEEPAK AHUJA,42,1340,0,Sales,1340
1953,2026-01-29,KIDS KURTA,Kids Kurta,Kids Wear,WHITE,DEEPAK AHUJA,4,590,0,Sales,590
1953,2026-01-29,KURTA KIDS,Kurta,Ethnic Wear,ORANGE,DEEPAK AHUJA,12,1090,0,Sales,1090
1954,2026-01-29,COTTON HANKIES,Hankies,Accessories,-,DEEPAK AHUJA,0,384,0,Sales,384
1955,2026-01-29,KOTI SUIT SC,Koti,Ethnic Wear,NAVY BLUE,DEEPAK AHUJA,40,4790,0,Sales,4790
1956,2026-01-29,A KURTA SUIT,Kurta Set,Ethnic Wear, ,SACHIN BHAI,42,2699,0,Sales,2699
1957,2026-01-30,J SOCKS,Socks,Accessories, ,SACHIN BHAI,0,139,0,Sales,139
1957,2026-01-30,J SOCKS,Socks,Accessories,-,SACHIN BHAI,0,149,0,Sales,149
1957,2026-01-30,J SOCKS,Socks,Accessories,-,SACHIN BHAI,,149,0,Sales,149
1958,2026-01-30,KURTA SUIT VR,Kurta Set,Ethnic Wear,PISTA,SACHIN BHAI,38,-5590,-579,Return,-5011
1959,2026-01-30,UC SHIRTS,Shirt,Formal Wear,8,PRAVIN BHAI,XL,1999,0,Sales,1753
1959,2026-01-30,CASUAL SHIRT MY,Shirt,Formal Wear,BLACK,PRAVIN BHAI,XL,1949,0,Sales,1709
1959,2026-01-30,KOTI C,Koti,Ethnic Wear,C BLUE,PRAVIN BHAI,40,2490,0,Sales,2184
1959,2026-01-30,KOTI,Koti,Ethnic Wear,PINK,PRAVIN BHAI,40,2290,0,Sales,2009
1959,2026-01-30,A KURTA SUIT,Kurta Set,Ethnic Wear,B,PRAVIN BHAI,42,1699,0,Sales,1490
1959,2026-01-30,OUTRUN SHIRTS,Shirt,Formal Wear,PURPLE,PRAVIN BHAI,XXL,1495,0,Sales,1311
1959,2026-01-30,OUTRUN SHIRTS,Shirt,Formal Wear,COL 11,PRAVIN BHAI,XXL,1195,0,Sales,1048
1959,2026-01-30,OUTRUN SHIRTS,Shirt,Formal Wear,PISTA,PRAVIN BHAI,XXL,1495,0,Sales,1311
1959,2026-01-30,CASUAL SHIRT MY,Shirt,Formal Wear,OLIVE,PRAVIN BHAI,XXL,2049,0,Sales,1797
1959,2026-01-30,KOTI C,Koti,Ethnic Wear, ,PRAVIN BHAI, ,2190,0,Sales,1921
1959,2026-01-30,STITCHING LABOUR,Stitching ,Stitching, ,PRAVIN BHAI, ,1090,0,Sales,4780
1959,2026-01-30,CASUAL SHIRT MY,Shirt,Formal Wear,A,PRAVIN BHAI,XL,1949,0,Sales,1709
1959,2026-01-30,CASUAL SHIRT MY,Shirt,Formal Wear,A,PRAVIN BHAI,XL,1949,0,Sales,1709
1959,2026-01-30,CASUAL SHIRT MY,Shirt,Formal Wear,A,PRAVIN BHAI,XL,1949,0,Sales,1709
1959,2026-01-30,FABRIC KN,Fabric,Fabric, ,PRAVIN BHAI, ,1200,0,Sales,3158
1960,2026-01-30,KURTA SUIT OE,Kurta Set,Ethnic Wear,CREAM,SACHIN BHAI,42,7490,0,Sales,7490
1961,2026-01-30,KURTA SUIT SC,Kurta Set,Ethnic Wear,RED        ,DEEPAK AHUJA,40,2390,0,Sales,2390
1961,2026-01-30,KOTI SUIT  JW,Koti,Ethnic Wear,PINK,DEEPAK AHUJA,40,4290,0,Sales,4290
1962,2026-01-30,KURTA SUIT SC,Kurta Set,Ethnic Wear,PINK,DEEPAK AHUJA,38,1690,0,Sales,1690
1963,2026-01-30,KURTA SUIT SC,Kurta Set,Ethnic Wear,S BLUE,DEEPAK AHUJA,38,2895,0,Sales,2895
1964,2026-01-30,KURTA SUIT SC,Kurta Set,Ethnic Wear,S BLUE,DEEPAK AHUJA,38,-2895,0,Return,-2895
1964,2026-01-30,KURTA SUIT SC,Kurta Set,Ethnic Wear,S BLUE,DEEPAK AHUJA,42,2995,0,Sales,2995
1964,2026-01-30,KURTA SUIT SC,Kurta Set,Ethnic Wear,PINK,DEEPAK AHUJA,38,-1690,0,Return,-1690
1965,2026-01-30,KURTA SUIT A,Kurta Set,Ethnic Wear,K,DEEPAK AHUJA,40,1799,0,Sales,1799
1966,2026-01-30,A KURTA SUIT,Kurta Set,Ethnic Wear,H,PRAVIN BHAI,40,2799,0,Sales,2799
1966,2026-01-30,A KURTA SUIT,Kurta Set,Ethnic Wear, ,PRAVIN BHAI,40,1799,0,Sales,1799
1966,2026-01-30,A KURTA SUIT,Kurta Set,Ethnic Wear,B,PRAVIN BHAI,44,2499,0,Sales,2499
1967,2026-01-30,KURTA SUIT VR,Kurta Set,Ethnic Wear,D PINK,DEEPAK AHUJA,36,2299,0,Sales,2299
1968,2026-01-30,KURTA SUIT SG,Kurta Set,Ethnic Wear,RED        ,SACHIN BHAI,48,2090,0,Sales,2090
1968,2026-01-30,CASUAL SHIRT,Shirt,Formal Wear,F,SACHIN BHAI,5XL,1449,0,Sales,1449
1969,2026-01-31,A KURTA SUIT,Kurta Set,Ethnic Wear,C,PRAVIN BHAI,42,2240,0,Sales,2240
1970,2026-01-31,KURTA SET KYM,Kurta Set,Ethnic Wear,L1,SACHIN BHAI,42,3590,0,Sales,3590
1970,2026-01-31,KOTI SUIT YOG M,Koti,Ethnic Wear,CREAM,SACHIN BHAI,42,5790,0,Sales,5790
1970,2026-01-31,KURTA SUIT SC,Kurta Set,Ethnic Wear,CREAM,SACHIN BHAI,42,4590,0,Sales,4590
1971,2026-01-31,A KURTA SUIT,Kurta Set,Ethnic Wear,GREY,DEEPAK AHUJA,42,3499,0,Sales,3499
1972,2026-01-31,KURTA SUIT OE,Kurta Set,Ethnic Wear,BLACK,SACHIN BHAI,40,3890,0,Sales,3890
1973,2026-01-31,KIDS KURTA,Kids Kurta,Kids Wear,PISTA,PRAVIN BHAI,10,790,0,Sales,786
1973,2026-01-31,KIDS PANT,Pant,Ethnic Wear, ,PRAVIN BHAI,12,300,0,Sales,300
1973,2026-01-31,KURTA SUIT S,Kurta Set,Ethnic Wear,RAMA GREEN,PRAVIN BHAI,42,2890,0,Sales,2890
1973,2026-01-31,KURTA SUIT A,Kurta Set,Ethnic Wear,C,PRAVIN BHAI,42,2099,0,Sales,2099
1973,2026-01-31,KURTA S,Kurta,Ethnic Wear,L GREEN,PRAVIN BHAI,40,990,0,Sales,990
1973,2026-01-31,KURTA S,Kurta,Ethnic Wear,L GREEN,PRAVIN BHAI,36,990,0,Sales,990
1973,2026-01-31,CHURRIDAR,Churidar,Ethnic Wear, ,PRAVIN BHAI, ,400,0,Sales,800
1973,2026-01-31,FABRIC,Fabric,Fabric, ,PRAVIN BHAI, ,990,0,Sales,5445
1973,2026-01-31,STITCHING LABOUR,Stitching,Stitching, ,PRAVIN BHAI, ,1100,0,Sales,3300
1973,2026-01-31,CHURRIDAR,Churidar,Ethnic Wear, ,PRAVIN BHAI, ,400,0,Sales,1200
1974,2026-01-31,AEROMEN FORMAL SHIRT,Shirt,Formal Wear, ,PRAVIN BHAI,XL,1150,0,Sales,1150
1974,2026-01-31,FORMAL PANT TC,Formal Pant,Formal Wear,3,PRAVIN BHAI,36,995,0,Sales,995
1974,2026-01-31,LONG KOTI SUIT SG,Koti,Ethnic Wear,GREY,PRAVIN BHAI,8,2290,0,Sales,2290
1974,2026-01-31,CHURRIDAR,Churidar,Ethnic Wear, ,PRAVIN BHAI, ,500,0,Sales,500
1974,2026-01-31,KIDS PANT,Pant,Ethnic Wear, ,PRAVIN BHAI,8,260,0,Sales,260
1975,2026-01-31,JOCKEY UNDERGARMENTS,Under Garment,Lounge Wear,OFF WHITE,SACHIN BHAI,L,349,69,Sales,280
1975,2026-01-31,JOCKEY UNDERGARMENTS,Under Garment,Lounge Wear,OFF WHITE,SACHIN BHAI,L,349,69,Sales,280
1975,2026-01-31,JOCKEY UNDERGARMENTS,Under Garment,Lounge Wear,OFF WHITE,SACHIN BHAI,L,349,69,Sales,280
1975,2026-01-31,JOCKEY UNDERGARMENTS,Under Garment,Lounge Wear,OFF WHITE,SACHIN BHAI,L,349,69,Sales,280
1975,2026-01-31,JOCKEY UNDERGARMENTS,Under Garment,Lounge Wear,OFF WHITE,SACHIN BHAI,L,349,69,Sales,280
1975,2026-01-31,JOCKEY UNDERGARMENTS,Under Garment,Lounge Wear, ,SACHIN BHAI, ,349,69,Sales,280
1976,2026-01-31,KURTA SUIT SC,Kurta Set,Ethnic Wear,GREEN,DEEPAK AHUJA,42,2490,0,Sales,2490
1977,2026-01-31,A KURTA SUIT,Kurta Set,Ethnic Wear,H2,PRAVIN BHAI,40,1699,0,Sales,1699
1978,2026-01-31,KURTA S,Kurta,Ethnic Wear,CARROT,SACHIN BHAI,44,1040,0,Sales,1000
1979,2026-01-31,A KURTA SUIT,Kurta Set,Ethnic Wear,B,SACHIN BHAI,42,2899,0,Sales,2803
1979,2026-01-31,CHURRIDAR,Churidar,Ethnic Wear, ,SACHIN BHAI, ,100,0,Sales,97
1980,2026-01-31,KURTA SUIT AR,Kurta Set,Ethnic Wear,CREAM MIRIOR WORK,DEEPAK AHUJA,40,9790,0,Sales,9790
1981,2026-01-31,KURTA SUIT S,Kurta Set,Ethnic Wear,PISTA,DEEPAK AHUJA,36,1990,0,Sales,1990
1981,2026-01-31,A KURTA SUIT,Kurta Set,Ethnic Wear,E,DEEPAK AHUJA,46,2190,0,Sales,2190
1981,2026-01-31,KURTA SUIT S,Kurta Set,Ethnic Wear,PISTA,DEEPAK AHUJA,46,2190,0,Sales,2190
1981,2026-01-31,KURTA SUIT KP,Kurta Set,Ethnic Wear,TEL GREEN,DEEPAK AHUJA,48,1995,0,Sales,1995
1981,2026-01-31,KURTA SUIT SG,Kurta Set,Ethnic Wear,WINE,DEEPAK AHUJA,48,2490,0,Sales,2490
1982,2026-02-01,A KURTA SUIT,Kurta Set,Ethnic Wear,GOLD PLAIN,DEEPAK AHUJA,42,2190,0,Sales,2184
1982,2026-02-01,KURTA,Kurta,Ethnic Wear,PINK GOLDEN,DEEPAK AHUJA,40,890,0,Sales,888
1982,2026-02-01,KURTA SUIT SC,Kurta Set,Ethnic Wear,ONION,DEEPAK AHUJA,38,4590,0,Sales,4578
1983,2026-02-01,AEROMEN FORMAL SHIRT,Shirt,Formal Wear, ,PRAVIN BHAI,M,1050,0,Sales,1050
1983,2026-02-01,FORMAL PANT,Formal Pant,Formal Wear,BEIGE,PRAVIN BHAI,30,949,0,Sales,949
1983,2026-02-01,COTTON HANKIES,Hankies,Accessories,-,PRAVIN BHAI,0,50,0,Sales,50
1984,2026-02-01,A KURTA SUIT,Kurta Set,Ethnic Wear,B,PRAVIN BHAI,38,1799,0,Sales,1799
1984,2026-02-01,POLO PENT,Polo Pant,Ethnic Wear, ,PRAVIN BHAI, ,690,0,Sales,690
1985,2026-02-01,KURTA SUIT SC,Kurta Set,Ethnic Wear,PARROT GREEN,DEEPAK AHUJA,42,4390,0,Sales,3958
1985,2026-02-01,POLO PENT,Polo Pant,Ethnic Wear, ,DEEPAK AHUJA, ,990,0,Sales,892
1986,2026-02-01,COTTON HANKIES,Hankies,Accessories,-,DEEPAK AHUJA,0,294,0,Sales,294
1986,2026-02-01,A KURTA SUIT,Kurta Set,Ethnic Wear,WHITE,DEEPAK AHUJA,48,1749,0,Sales,1749
1987,2026-02-01,KURTA SUIT SG,Kurta Set,Ethnic Wear,MARRON,DEEPAK AHUJA,42,1940,0,Sales,1940
